"SERIE","TIPO","ESTADO","EDAD","TIPOAP","FECUP","FECPAR","SEXO","SEXO1","BECER","BECER1","OBSPAR","EDOBEC","EDOBEC1","RAZABE","PESOIB","PESOIB1","IENTPAR","COD","CODAP","MARCABEC1","MARCABEC2","CAUSAnm","OBSERnm","Historia","NCICLO"
"7017","","","","VACA VACIA","1996-02-27 00:00:00","1998-01-09 00:00:00","HEMBRA","","F8187","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 23","14","11","","","","","False",""
"7018","","","","VACA PROD.VACIA","1995-11-20 00:00:00","1996-10-09 00:00:00","MACHO","","E8123","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"7018","","","","VACA VACIA","1994-12-10 00:00:00","1995-11-20 00:00:00","MACHO","","D8147","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","15","11","","","","","False",""
"7018","","","","VACA PROD.VACIA","1997-09-23 00:00:00","1998-08-18 00:00:00","MACHO","","G8129","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"7018","","","","VACA PROD.VACIA","1996-10-09 00:00:00","1997-09-23 00:00:00","HEMBRA","","F8116","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","12","","","","","False",""
"71","","","","VACA VACIA","1995-03-06 00:00:00","1996-05-26 00:00:00","HEMBRA","","E8067","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 15","14","11","","","","","False",""
"7509","","","","VACA VACIA","1995-01-09 00:00:00","1995-12-19 00:00:00","MACHO","","D8154","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","15","11","","","","","False",""
"7510","","","","VACA PROD.VACIA","1996-06-18 00:00:00","1997-05-05 00:00:00","MACHO","","F8062","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","15","12","","","","","False",""
"7510","","","","VACA VACIA","1994-07-25 00:00:00","1996-06-18 00:00:00","HEMBRA","","E8078","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 23","15","11","","","","","False",""
"7510","","","","VACA PROD.VACIA","1997-05-05 00:00:00","1998-03-19 00:00:00","MACHO","","G8061","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"7511","","","","VACA PROD.VACIA","1994-07-08 00:00:00","1996-09-29 00:00:00","HEMBRA","","E8119","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 27","14","12","","","","","False",""
"7591","","","","VACA PROD.VACIA","1995-12-18 00:00:00","1996-12-03 00:00:00","MACHO","","E8157","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","12","","","","","False",""
"7591","","","","VACA VACIA","1995-02-09 00:00:00","1995-12-18 00:00:00","HEMBRA","","D8153","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 10","15","11","","","","","False",""
"7599","","","","VACA VACIA","1994-06-14 00:00:00","1996-06-05 00:00:00","MACHO","","E8070","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 24","14","11","","","","","False",""
"7599","","","","VACA PROD.VACIA","1996-06-05 00:00:00","1997-04-15 00:00:00","HEMBRA","","F8044'","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 10","14","12","","","","","False",""
"7599","","","","VACA VACIA","1997-04-15 00:00:00","1998-04-16 00:00:00","MACHO","","G8081","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","11","","","","","False",""
"76301","","","","VACA VACIA","1995-10-26 00:00:00","1996-09-24 00:00:00","MACHO","","E8112","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"76301","","","","VACA VACIA","1996-09-24 00:00:00","1997-08-12 00:00:00","HEMBRA","","F8097","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"76301","","","","VACA VACIA","1994-11-28 00:00:00","1995-10-26 00:00:00","MACHO","","D813-6","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","15","11","","","","","False",""
"7635","","","","VACA VACIA","1993-10-06 00:00:00","1996-08-06 00:00:00","MACHO","","E8093","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 35","14","11","","","","","False",""
"7635","","","","VACA PROD.VACIA","1994-02-06 00:00:00","1995-09-19 00:00:00","MACHO","","D810-5","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 19","14","12","","","","","False",""
"7635","","","","VACA PROD.VACIA","1997-06-30 00:00:00","1998-07-28 00:00:00","HEMBRA","","G8101","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 13","14","12","","","","","False",""
"7635","","","","VACA VACIA","1996-08-06 00:00:00","1997-06-30 00:00:00","HEMBRA","","F8079","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"80","","","","VACA PROD.VACIA","1994-02-26 00:00:00","1996-06-23 00:00:00","MACHO","","E8082","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 28","14","12","","","","","False",""
"80","","","","VACA PROD.VACIA","1996-06-23 00:00:00","1997-05-04 00:00:00","MACHO","","F8059","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","15","12","","","","","False",""
"81","","","","VACA PROD.VACIA","1997-02-13 00:00:00","1997-12-21 00:00:00","MACHO","","F8171","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 10","14","12","","","","","False",""
"81","","","","","1994-04-16 00:00:00","1996-03-16 00:00:00","MACHO","","E8041","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 23","14","","","","","","False",""
"81","","","","VACA PROD.VACIA","1996-03-16 00:00:00","1997-02-13 00:00:00","MACHO","","F8019","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"83","","","","VACA PROD.VACIA","1996-03-26 00:00:00","1997-12-01 00:00:00","HEMBRA","","F8150","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 21","14","12","","","","","False",""
"8506","","","","VACA PROD.VACIA","1994-02-09 00:00:00","1996-05-15 00:00:00","HEMBRA","","E8060","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 28","14","12","","","","","False",""
"8516","","","","VACA VACIA","1995-09-21 00:00:00","1996-08-01 00:00:00","HEMBRA","","E8091","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","15","11","","","","","False",""
"8516","","","","VACA PROD.VACIA","1996-08-01 00:00:00","1997-08-03 00:00:00","HEMBRA","","F8093","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","12","","","","","False",""
"8516","","","","VACA VACIA","1994-10-30 00:00:00","1995-09-21 00:00:00","HEMBRA","","D810-9","","NEGRA","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","15","11","","","","","False",""
"8522","","","","VACA PROD.VACIA","1995-12-19 00:00:00","1997-10-20 00:00:00","MACHO","","F8131","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 22","14","12","","","","","False",""
"8522","","","","VACA VACIA","1995-01-15 00:00:00","1995-12-19 00:00:00","HEMBRA","","D8155","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"8527","","","","VACA VACIA","1996-01-26 00:00:00","1996-12-17 00:00:00","HEMBRA","","E8166","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"8527","","","","","1995-03-09 00:00:00","1996-01-26 00:00:00","HEMBRA","","E8023","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","","","","","","False",""
"85341","","","","VACA PROD.VACIA","1995-10-30 00:00:00","1996-11-26 00:00:00","MACHO","","E8150","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 13","14","12","","","","","False",""
"85341","","","","VACA VACIA","1994-11-05 00:00:00","1995-10-30 00:00:00","MACHO","","D814-2","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","15","11","","","","","False",""
"85341","","","","VACA PROD.VACIA","1996-11-26 00:00:00","1997-10-25 00:00:00","HEMBRA","","F8134","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"8536","","","","VACA VACIA","1994-04-07 00:00:00","1996-05-19 00:00:00","HEMBRA","","E8064","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 26","14","11","","","","","False",""
"8536","","","","VACA VACIA","1996-05-19 00:00:00","1997-07-03 00:00:00","HEMBRA","","F8083","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 14","14","11","","","","","False",""
"8536","","","","VACA PROD.VACIA","1997-07-03 00:00:00","1998-08-18 00:00:00","HEMBRA","","G8130","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 14","14","12","","","","","False",""
"8551","","","","VACA PROD.VACIA","1996-04-05 00:00:00","1997-04-05 00:00:00","MACHO","","F8039","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","12","","","","","False",""
"8551","","","","VACA VACIA","1997-04-05 00:00:00","1998-04-16 00:00:00","HEMBRA","","G8078","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 13","14","11","","","","","False",""
"8551","","","","VACA VACIA","1995-03-26 00:00:00","1996-04-05 00:00:00","HEMBRA","","E8046","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 13","14","11","","","","","False",""
"8553","","","","VACA VACIA","1995-03-01 00:00:00","1996-01-12 00:00:00","HEMBRA","","E8016","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","15","11","","","","","False",""
"8554","","","","VACA VACIA","1994-08-06 00:00:00","1996-06-09 00:00:00","HEMBRA","","E8071","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 22","14","11","","","","","False",""
"8554","","","","VACA VACIA","1997-04-27 00:00:00","1998-03-19 00:00:00","HEMBRA","","G8064","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"8554","","","","VACA PROD.VACIA","1996-06-09 00:00:00","1997-04-27 00:00:00","MACHO","","F8054","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","15","12","","","","","False",""
"8555","","","","VACA VACIA","1996-02-12 00:00:00","1997-01-03 00:00:00","MACHO","","F8001","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"8555","","","","VACA VACIA","1994-12-06 00:00:00","1996-02-12 00:00:00","MACHO","","E8027","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 14","15","11","","","","","False",""
"8560","","","","","1995-03-22 00:00:00","1996-02-15 00:00:00","HEMBRA","","E8028","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","","","","","","False",""
"8562","","","","VACA VACIA","1995-02-12 00:00:00","1995-12-17 00:00:00","MACHO","","D8152","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 10","15","11","","","","","False",""
"8562","","","","VACA PROD.VACIA","1996-11-06 00:00:00","1997-09-29 00:00:00","MACHO","","F8118","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"8562","","","","VACA PROD.VACIA","1995-12-17 00:00:00","1996-11-06 00:00:00","HEMBRA","","E8137","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"8562","","","","VACA PROD.VACIA","1997-09-29 00:00:00","1998-08-05 00:00:00","MACHO","","G8111","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 10","14","12","","","","","False",""
"8571","","","","VACA VACIA","1995-10-12 00:00:00","1996-08-15 00:00:00","HEMBRA","","E8094","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 10","15","11","","","","","False",""
"8571","","","","VACA VACIA","1996-08-15 00:00:00","1997-11-26 00:00:00","MACHO","","F8146","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 16","14","11","","","","","False",""
"8571","","","","VACA VACIA","1994-11-08 00:00:00","1995-10-12 00:00:00","MACHO","","D812-0","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","15","11","","","","","False",""
"8574","","","","VACA VACIA","1996-05-12 00:00:00","1997-07-29 00:00:00","MACHO","","F8088","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 15","14","11","","","","","False",""
"8574","","","","VACA VACIA","1995-01-26 00:00:00","1996-05-12 00:00:00","MACHO","","E8058","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 16","14","11","","","","","False",""
"8581","","","","VACA PROD.VACIA","1996-09-30 00:00:00","1997-08-31 00:00:00","HEMBRA","","F8106","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"8581","","","","VACA PROD.VACIA","1995-09-26 00:00:00","1996-09-30 00:00:00","MACHO","","E8121","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","12","","","","","False",""
"8581","","","","","1994-09-18 00:00:00","1995-09-26 00:00:00","MACHO","","D811-6","","COLORADO","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","","","","","","False",""
"8588","","","","VACA VACIA","1996-01-04 00:00:00","1996-12-08 00:00:00","HEMBRA","","E8175","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"8588","","","","VACA VACIA","1995-01-09 00:00:00","1996-01-04 00:00:00","HEMBRA","","E8008","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","15","11","","","","","False",""
"8588","","","","VACA PROD.VACIA","1996-12-08 00:00:00","1997-12-16 00:00:00","MACHO","","F8167","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","12","","","","","False",""
"8589","","","","VACA PROD.VACIA","1994-11-21 00:00:00","1996-11-04 00:00:00","HEMBRA","","E8135","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 24","14","12","","","","","False",""
"8589","","","","VACA PROD.VACIA","1996-11-04 00:00:00","1997-12-02 00:00:00","HEMBRA","","F8151","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 13","14","12","","","","","False",""
"8599","","","","VACA PROD.VACIA","1994-11-29 00:00:00","1996-11-27 00:00:00","MACHO","","E8152","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 24","14","12","","","","","False",""
"8606","","","","VACA VACIA","1995-01-30 00:00:00","1996-01-26 00:00:00","MACHO","","E8022","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","15","11","","","","","False",""
"8606","","","","VACA PROD.VACIA","1996-01-26 00:00:00","1996-12-14 00:00:00","MACHO","","E8164","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","15","12","","","","","False",""
"8615","","","","VACA VACIA","1994-09-20 00:00:00","1995-10-29 00:00:00","MACHO","","D813-8","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 13","15","11","","","","","False",""
"8615","","","","VACA PROD.VACIA","1995-10-29 00:00:00","1996-11-10 00:00:00","HEMBRA","","E8139","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 13","14","12","","","","","False",""
"8615","","","","VACA PROD.VACIA","1996-11-10 00:00:00","1997-10-06 00:00:00","MACHO","","F8124","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"9514","","","","VACA VACIA","1996-03-11 00:00:00","1997-12-02 00:00:00","HEMBRA","","F8155","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 21","14","11","","","","","False",""
"9514","","","","","1994-11-06 00:00:00","1996-03-11 00:00:00","MACHO","","E8038","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 16","14","","","","","","False",""
"9546","","","","VACA VACIA","1995-02-25 00:00:00","1996-01-02 00:00:00","HEMBRA","","E8004","","_","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 10","14","11","","","","","False",""
"9546","","","","VACA PROD.VACIA","1996-11-13 00:00:00","1997-12-02 00:00:00","HEMBRA","","F8154","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 13","14","12","","","","","False",""
"9546","","","","VACA VACIA","1996-01-02 00:00:00","1996-11-13 00:00:00","MACHO","","E8141","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","11","","","","","False",""
"9557","","","","VACA PROD.VACIA","1996-12-07 00:00:00","1997-11-14 00:00:00","HEMBRA","","F8142","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"9557","","","","VACA PROD.VACIA","1995-10-04 00:00:00","1996-12-07 00:00:00","HEMBRA","","E8159","","","CONDICION 1","","MESTIZO BRAHMAN","0","0"," 14","14","12","","","","","False",""
"9557","","","","VACA VACIA","1994-11-17 00:00:00","1995-10-04 00:00:00","HEMBRA","","D812-5","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","15","11","","","","","False",""
"9570","","","","VACA VACIA","1994-06-19 00:00:00","1996-01-02 00:00:00","MACHO","","E8003","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 19","15","11","","","","","False",""
"9570","","","","VACA VACIA","1996-01-02 00:00:00","1998-01-25 00:00:00","MACHO","","G8044","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 25","14","11","","","","","False",""
"9580","","","","","1995-03-20 00:00:00","1996-02-06 00:00:00","HEMBRA","","E8026","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","","","","","","False",""
"9586","","","","VACA PROD.VACIA","1996-04-17 00:00:00","1997-03-27 00:00:00","HEMBRA","","F8035","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 11","14","12","","","","","False",""
"9586","","","","VACA PROD.VACIA","1997-03-27 00:00:00","1998-02-02 00:00:00","MACHO","","G8047","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 10","14","12","","","","","False",""
"9586","","","","VACA VACIA","1994-06-10 00:00:00","1996-04-17 00:00:00","MACHO","","E8052","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 23","14","11","","","","","False",""
"9589","","","","VACA PROD.VACIA","1996-04-10 00:00:00","1997-04-22 00:00:00","MACHO","","F8052","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 13","14","12","","","","","False",""
"9589","","","","VACA VACIA","1995-04-17 00:00:00","1996-04-10 00:00:00","MACHO","","E8047","","","CONDICION 2","","MESTIZO BRAHMAN","0","0"," 12","14","11","","","","","False",""
"9589","","","","","1995-04-16 00:00:00","1995-04-17 00:00:00","MACHO","","D8045","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","  0","14","","","","","","False",""
"D0118","","","","VACA VACIA","","1998-08-18 00:00:00","HEMBRA","","G8122","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D0159","","","","VACA VACIA","","1998-08-18 00:00:00","MACHO","","G8123","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D0173","","","","VACA VACIA","","1998-08-18 00:00:00","HEMBRA","","G8133","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D6014","","","","VACA VACIA","","1998-04-16 00:00:00","MACHO","","G8067","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D6028","","","","VACA VACIA","","1998-03-07 00:00:00","HEMBRA","","G8053","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8001","","","","VACA VACIA","","1998-03-19 00:00:00","MACHO","","G8060","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8002","","","","","","1998-08-18 00:00:00","HEMBRA","","G8118","","","","","","0","0","0","14","","","","","","False",""
"D8007","","","","VACA VACIA","","1998-04-16 00:00:00","HEMBRA","","G8079","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8010","","","","VACA VACIA","","1997-12-19 00:00:00","HEMBRA","","F8170","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8012","","","","VACA VACIA","","1998-01-09 00:00:00","MACHO","","F8186","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8017","","","","VACA VACIA","","1998-04-16 00:00:00","MACHO","","G8075","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8018","","","","VACA VACIA","","1997-12-12 00:00:00","HEMBRA","","F8161","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8021","","","","VACA VACIA","","1998-05-18 00:00:00","MACHO","","G8088","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8031","","","","VACA VACIA","","1998-04-16 00:00:00","HEMBRA","","G8072","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8032","","","","VACA VACIA","","1997-11-28 00:00:00","MACHO","","F8147","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8035","","","","VACA VACIA","","1998-03-07 00:00:00","HEMBRA","","G8056","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8038","","","","VACA VACIA","","1998-01-28 00:00:00","MACHO","","G8046","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8040","","","","VACA VACIA","","1998-07-31 00:00:00","HEMBRA","","G8108","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8044","","","","VACA VACIA","","1998-06-15 00:00:00","MACHO","","G8089","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8046","","","","VACA VACIA","","1998-09-22 00:00:00","MACHO","","G8146","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8051","","","","VACA VACIA","","1998-05-18 00:00:00","HEMBRA","","G8086","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8053","","","","VACA VACIA","","1998-07-02 00:00:00","MACHO","","G8096","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8056","","","","VACA VACIA","","1998-03-07 00:00:00","HEMBRA","","G8054","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8058","","","","VACA VACIA","","1998-02-08 00:00:00","HEMBRA","","G8095","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8059","","","","VACA VACIA","","1998-07-28 00:00:00","HEMBRA","","G8105","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8060","","","","VACA VACIA","","1998-04-16 00:00:00","MACHO","","G8077","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8068","","","","VACA VACIA","","1998-08-05 00:00:00","MACHO","","G8114","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8070","","","","VACA VACIA","","1998-06-15 00:00:00","HEMBRA","","G8091","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8071","","","","VACA VACIA","","1998-04-16 00:00:00","HEMBRA","","G8074","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8072","","","","VACA VACIA","","1998-07-28 00:00:00","HEMBRA","","G8102","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8075","","","","VACA VACIA","","1998-08-18 00:00:00","HEMBRA","","G8119","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8077","","","","VACA VACIA","","1998-08-18 00:00:00","HEMBRA","","G8132","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8082","","","","VACA VACIA","","1998-05-18 00:00:00","HEMBRA","","G8085","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8083","","","","VACA VACIA","","1998-08-18 00:00:00","HEMBRA","","G8127","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8086","","","","VACA VACIA","","1998-09-09 00:00:00","MACHO","","G8139","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8096","","","","VACA VACIA","","1998-08-18 00:00:00","HEMBRA","","G8120","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8097","","","","VACA VACIA","","1998-08-18 00:00:00","HEMBRA","","G8121","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8101","","","","VACA VACIA","","1998-09-09 00:00:00","MACHO","","G8138","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8103","","","","VACA VACIA","","1998-08-18 00:00:00","HEMBRA","","G8134","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8113","","","","VACA VACIA","","1998-08-18 00:00:00","MACHO","","G8124","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8125","","","","VACA VACIA","","1998-04-16 00:00:00","MACHO","","G8073","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8126","","","","VACA VACIA","","1998-08-05 00:00:00","MACHO","","G8115","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8128","","","","VACA VACIA","","1998-09-17 00:00:00","HEMBRA","","G8144","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8146","","","","VACA VACIA","","1998-08-18 00:00:00","MACHO","","G8125","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"D8148","","","","VACA VACIA","","1998-09-17 00:00:00","MACHO","","G8141","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","0","14","11","","","","","False",""
"1557","VACA VACIA","CONDICION 2","07-10","VACA VACIA","1998-05-18 00:00:00","1999-02-14 00:00:00","MACHO","","H8023","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","272","11","11","Vi","Ni","","","False",""
"6515","VACA VACIA","CONDICION 2","13-10","VACA PROD.VACIA","1998-01-21 00:00:00","1999-02-15 00:00:00","MACHO","","H8024","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","390","11","12","Vi","Ni","","","False",""
"D8001","VACA VACIA","CONDICION 2","04-03","VACA VACIA","1998-03-19 00:00:00","1999-02-25 00:00:00","MACHO","","H8029","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","343","11","11","Vi","Ni","","","False",""
"4811","VACA VACIA","CONDICION 2","05-02","VACA PROD.VACIA","1998-04-16 00:00:00","1999-03-02 00:00:00","MACHO","","H8031","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","320","11","12","Vi","Ni","","","False",""
"D8057","VACA VACIA","CONDICION 2","03-11","VACA VACIA","","1999-02-12 00:00:00","HEMBRA","","H8022","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","","11","11","Vi","Ni","","","False",""
"8551","VACA VACIA","CONDICION 2","11-10","VACA VACIA","1998-04-16 00:00:00","1999-03-05 00:00:00","HEMBRA","","H8032","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","323","11","11","Vi","Ni","","","False",""
"8554","VACA VACIA","CONDICION 2","10-10","VACA PROD.VACIA","1998-03-19 00:00:00","1999-03-02 00:00:00","MACHO","","H8030","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","348","11","12","Vi","Ni","","","False",""
"7003","VACA VACIA","CONDICION 2","13-10","VACA PROD.VACIA","1998-01-13 00:00:00","1999-03-06 00:00:00","MACHO","","H8033","","","CONDICION 2","","MESTIZO BRAHMAN","0","0","417","11","12","Vi","Ni","","","False",""
